Tweet,Emotion
Gang bang kar deya hai China ny Indian army ka ... ab tuo jhoot na bolo world wide Yahi news hai,Anger
kis kis ne ye song share kra h,Neutral
"Bai yar time pass kyo Kar Raha ha , faltu gana or use bhe faltu tera rap. My previous believe that honey only aged never expire but you had.# old school yo yo fan.",Anger
Agar guru ka koi naya song Aya to..it is time to watch new cars,Neutral
: . I know it is not Christmas. But santa sunder ho toh photo kabhi bhi post kar saktey hai.... :,Neutral
: Sir AP cool down hojay AP apne Kam se Jane jate he aur Jane jaenge pr sir ek sawal AP ko kitna time hogaya he education m,Neutral
Bhai nawaz sharif shayad eid London mein manaty thay.,Neutral
Tumhari pints kahan kahan nai otartay hum tum kee paints apni bahano ko pahnow bachay nikalay gay ab kaa Pakistan Jin ha Alhumdolillah,Anger
Love you guru..... you are so so so...... hot or es ganne mai tum bahut.... hi cute or isake cool sexy...... lage ho I love you so so so much baby I love you........,Happy
Really aisa hi lagta hai Allah rehm karay Ameen,Neutral
kuch aisa kr kamal ki exams cancel ho jaye.... out of topic na ... #NaamkarannForEternity,Neutral
"#Lockdown4 I know what will will say he will start with ""humne corona ko bahut had tak control kar liya hai aur hum ye ladai jari rakhenge"", ab ye dekh ullu nahi banega agar testing hi nahi karoge to case kahan dikhenge, bahut ullu banaya ab nahi",Anger
Baba harbajan Singh ki uppar ek acchi film ban ni chaye ...plzz ek film banavo in k upar I request you ..,Neutral
Qmobile xs for sell full saman sath full warranty main hai tallagang chakwal ky log he rabta karain sirf final price,Neutral
: Acha Kia nice it is ab #KehGayiSorry stream krlo plz,Happy
is this a plea?? dosray chor ko nahin pakra tu iss chor ko kyon pakra hai,Anger
"In this critical situation, suffering losses in mutual funds are more painful than selling kidneys. MutualFund SahiNahi Hai #WaiveFeePromoteStudents #lockdown",Sad
King is back ab rok ke dikha dam hai to koi,Happy
bb bhai naya video kab ayega aapka......i m eagerly waiting fr the next dhamaka,Happy
Bacho ke life ke sath mat khelo exam postponed kro,Neutral
is song ke liye kya bole mere pas bolne ke liye kuch nhi hai ilovesong,Happy
one and only yo yo Honey Singh thay he rahenge I love you yo yo,Happy
Sunte Sunte bhot accha laga super duper hitsss,Happy
"Mullo bata du, kagaz to dikhane hi padenge, or modi agli baar bhi pm bnanega, jo ukhada hai ukhaad lo",Anger
King is king sher sher hota he,Happy
Kisi bhai k pass hot ka ok board ha to contact kery,Neutral
I want to sale sx /6gb month warranty remains contact no in is Karachi,Neutral
Thek hai krta hon send,Neutral
lrkyon ko to milta hain yahan fame bs aik pic daalo or bs log dara dar shuru ho jate ..hm boys ka to koe haal nae adha like bhi koe nae krta,Neutral
Build up bhi toh zaruri hai na.,Neutral
#tboopenmic Kon Kon ye video trending1 pe chahta hai ...??? like karke bataoo... Yoyo Honey Singh..,Neutral
BC politics na khel FIR tum logo ny karani h Bozdar ny nahi,Anger
Ager koi s6 Ka bord sell krna chata hai tu contact me,Neutral
"They are not that bad yar. they pay us a lot of money. And you don't know how many people lie and do not deserve yet they get full aid. Aisay nhi kia karo. I couldn't have many documents i.e I do not have house ownership document, they always understand and accomodate",Neutral
Bhyi kya bolun aab Hiza is running in my mind,Neutral
Tum to bas drama hia karna,Neutral
Aiseo ke Wajah se Family Or Tut rhi hai En Ko Jail me hona Chahiye. Bina Soche samjhe Order De diya. Agar Jhootha Case karne par Usi time Women ko wahi saja milne Lage to Sirf True Case he aayenge jo sirf se % Honge kyoki Women Ko False case karne ka Darr jo rhega.,Anger
: Waise apse koe ummid v nahi hai Propgenda master,Neutral
I have huawei y7 prime black color month warranty daba charger bilkul ok set ha agr koi j7 max k sath exchange karna ha to plz contact me,Neutral
Hamid mir ne khuch galat nahi kaha tha kaha k channel ka naam le sab ko jhoot bola thik lekin jab imran khan ko imanatdaar bola us wqt awaam nahi boli jhoota wazireazam hai baat baat pe uturn leta hai,Neutral
Iss bar daru nii protien shake anti alcoholic gaana sabko jawab de dia ek hi gaane me,Neutral
: Jab #agerelaxation nhi dena tha to kyun bas naam ka % #EWS reservation ka sarkar dhol peet rhi hai. Dhokha hua hai garib,Anger
"I dedicate the song ""Aankhon Ke Panno Pe Maine Likha Tha Sau Dafaa Lafzon Mein Jo Ishq Tha Huya Naa Hothon Se Bayaan Khud Se Naraaz Hoon thanks for taging me now it your turn",Happy
Mera bhai wapas Aa gya I LOVE YOU N Hardly Miss you...,Happy
Mein new subscriber hoon to mujhe aapka naam nahi pata ......... What is your name,Neutral
AOA BHAI MAIN APNA SET QMOBILE NOIR A1 LITE KA SELL KARRAHA HOON /10 CONDITION HA JUST BOX OPEN HA WITH FULL ACCESSORIES SERIOUS BUYER CONTECT ME PHONE #,Neutral
Guys ye gaana kis kis ko acha laga Like kare,Neutral
Sbhi pray kro ke yeh song India ka most viewed song bn jae plz,Neutral
Tum Chinese ho ya European?,Neutral
"i think you are thick in the head or something, offcourse we are going to criticize their stupidity, when These idiots go there and say they are from pak and than asks the turkish gov to arrest the actress , kabhi sheesha dekhana parhta hai aise jahilon kau",Neutral
Plz bhai maine pehle bhi comment kiya ta kai dawood Ibrahim ki life story pe video banao plz bhai love from Pakistan and Japan,Neutral
Yo yo ke aage sab fail hai Yo yo is the best,Happy
hy frnds kisi k pas a0 ya ai daed pra ho to cntct me,Neutral
Sir please ab to kuch bta dain dae walo ka,Neutral
kon kon song ko trending pe dekhna chahta hai,Neutral
Na Bhai Tu CONVERTED PAKJABI h RANA to Hindu Surname h Tu MUSALMAN nahi h bhai,Neutral
Hello Friends Asalam-O-Alaikum & welcome to Reality Tv............... Nice video. ............... Love you Bhai jan... Allah pak apko salamat rakhain....,Happy
everytime i listen this song iski song to aacha hai hi hai or viedo to isse bhi aacha hai fabulous yrr,Happy
Baba Karachi tu hum hukumat karnay atay hain. Aur waderaism apnay illaqoo mai karnay jatay hain. Zinda hai Bhutto,Anger
Exactly true Ansar sb..Imran Khan sb ko aise logo ko nikal Dena chaye..In ki wazarat aik bar tou change ho gai..next Ghar Jaye gai ye..,Neutral
"Really ap buht mehnet se, buht Achi informative videos bnatey hen. Amezing. Thank u",Happy
"just read that locusts change their behaviour when the serotonin in their brain increases and they start rapidly eating, reproducing and swarming. didi, serotonin hume dedo aur aap please chill karo, crops bhi bach jaayengi aur mai bhi",Happy
good job ye bohat acha cell hy msg ke Lea fit hy or battery LA jawab,Happy
Aja tujy Balochistan daity hain sath chay b pilaty hain jaisy Abhi Nandhan ko pilai thi,Neutral
Sir p8 lite kab a RHA hai market ma eski Price kya hai,Neutral
Sir meri madad kro please me tagon se mazor ho bhot greeb ho,Sad
Wine shop ki bhi zarurat nahi hai wo bhi band karao waha bhi to jaa rahe hai log ...,Neutral
"I want to sale my Q Mobile SP0 purchased on th Feb , Complete Saman with Box. Price is Final Rs.20. My Location North Nazimabad Block H, Karachi Contact on",Neutral
tu viral hona chahta hai logo ki posts pe comments kar ke wo nahi ho payega. Ghar pe beth hai aram se reh kiyon jal raha hai itna ????? jo log vhar se bahar hai unka dard tu nahi samaj pauega #intentionseeker,Anger
Effects of saste Nashe.. ye anchor (mohatarma) cup mein goochi pee rahe hai kya??,Anger
MN cs1 mobile Huawei y prime ya Samsung j6 k sath exchange karna chahta hn. Mazeed yeh k MN nee apny mobile MN Huawei ki battery adjust karwai hai jis sy is ki battery problem door ho gea hai. Contact nobs . Shukria.,Neutral
Tu muhh me leta hai ?? Ammi ka rate bta de,Anger
": Pakistani awam: Yr ertugrul love hai islamic history se emaan zinda ojata ae, Alhmdulilah musalman hain hum... Also Pa",Neutral
Bhale hi der se nikala lkin Jo b nikalta h ek no ka yo yo always top up,Happy
Suraj k leya ak song ghungona rha tha Ma jo Fit bethta hai,Neutral
Me apka sabhi video dekhta Hu I am fan of you,Happy
Bassi bhai tweet Everyone reply : koe sense hai iss baat ka?,Anger
"Agr wahi kaam government krre toh kya hoga btaiye? Jo kaam Sood ji krr rhe, kisi politician ko krna chahiye.",Neutral
bhai mere sath ek tournament khel lo please bhai big fan ek chota sa tournament win karva do bhai please aapke team ke player ho to bhi ho jayega Pubg id=royalGG,Neutral
Very good videos ma ni apka sare video deki hai like me jis ni sari video deko hai is chenel ka,Happy
Kashaf ki accting wao super,Neutral
Follow kro fb lo...,Neutral
Jo comeback song pr khush hua wo like kare honey singh,Neutral
sir yhi to problem hai,Neutral
"Pakistani awam: Yr ertugrul love hai islamic history se emaan zinda ojata ae, Alhmdulilah musalman hain hum... Also Pakis: Yr Halima bht tight bachi ae!",Happy
hahahaha what a jok jo hero tha usi ko h end main mar diya,Happy
Mairay pass x2 power set ha month ki werenty b ha box or mobile ha golden colour main ha sirf touch crack ha. Work theek krta bass main NY touch iss liye ni dala set open ho jata haa baki mobile ki betry timeing boht auchi haa final price call mee rwp isb ..07 urgent sale,Neutral
Model ka gar nuhi ha. Gar us orat ky shohar ka ha . Btw apka husband aisa kary to ap kya karaingi . Model ky pao chumygi ya . Sorry apko disrb kya plz enjoy . Likhain gi ?,Anger
Shi hai Bhai waiting bahut karaya Bhai bt graeat excited for this song and yo yo,Happy
any one can help me there is problem with q mobile i2.jb bi loght off hoti hai to sb kuch ruk jata hai mtlab downloadin wgaira hr chez disconnected ho jati hain screen light jb tk on rhy tb tk sb kuch sahi chalata hai pr light off hoti hi sb kuch ruk jata hai r zapya wagaira bi disconnected ho jata hai,Neutral
baje pm matalab prime minister ki favourite daaru jo special aise wakqt mai he pee jaati hai,Neutral
phir ye kiska phone hai.,Neutral
Yeh bhi dekh lo. I never said anything against sana stans in past but now they r crossing limits. Blackhearts are in both fandom.,Neutral
Lockdown me yeh bhi possible hai??,Neutral
#MOS_DrSingh_HelpUs Sir hum log aap se request krte h ki please hmari (SSC aspirants) ki problem solve krva doh.. Bht dukhi h hum log pichle kuch time se .. Please help us sir..,Sad
Comeback after year.. Iss faltu song k liye..,Anger
"Apane aap ko ""Acharya"" bolne se koi ban nahi jata. Aur J!h!0 ka hi language bologe 'jumla'. saalo me #Congress ne ky ukhad liya be scam ke elava? Tum sabki dukane band ho gayi hai isi liye itna jalan ho rahi hai. Tension mat lo aagey aur bhi bahut kuch hoga.",Anger
But till last breath and best information I can get I will fight Every where for #TajdareKhatmaNabuwatSAWW as it's mission of my Soul and body and Talimat of my Murshidpak. Ap bus sath data rahain . Thy will accept Islam and leave Qadianiat .,Neutral
"ji. Please hum jese logo k liye kuch kar sakte hain? Humari salary bewajah deduct ki jari h, payroll se -2 hafte delay karke aari h. EMI bharne ka pressure roz company se aata h. Kya koi sakhti nahi h in sab k liye?? Hum #middleclass log kaha jaye",Neutral
acha ap he S/O day mil sakta hn?,Neutral
Bhai teri problem kya h... factually ye clear nhi h Abhi how many buses were of usable condition. And I need not to clarify anybody Wat is right and wrong. If u have problem go n tweet the concerned person . U have love for Pappu thats great. And alloo wala video wasnt edited,Neutral
Kya latada hai sahab Love u,Happy
kg gehu aur kg rise me pahle month kha kar dikhao uske baad rupaye aap dena.... Jitna humare sath karna hai kar lo aap. Hume kaise bhi karke is mushibat se nikal jayenge par aap agli baar nhi aaoge,Neutral
"majal he k iss tolle ko kuch samajh ho ke economy ke liye kia or kese karna he, buss chal raha he or chalta rahe ga....",Anger
Mota ho gya king king,Neutral
The king is back. Bhot hard Ye karke dikayo. Hit like if u r fans of yo yo.,Happy
Black color /64 warranty till june .... wid all genuine accessories condition /10 lahore johar town,Neutral
Mery pass QMobile Noir I1 hai mujy sale krna ha good condition ma ha abi months use kya hai.1 GB ram GB ROM Front and back camera golden color agr koi Lena chahy to Rabta kry from chiniot,Neutral
Tu de de bhai.. ya bas pension hi lega UP se??,Anger
Kya scene hai #Lockdown4 ka???,Neutral
Kia einstain ka dimag abhi Tak ha ??? Reply fast plzzzz,Neutral
Pls sir is me kitni sachai hai bataye....,Neutral
Assalam o alaikum Adeel Bhai. It has been observed that death rate is decreasing from % all over the world.,Neutral
"sir mere papa delhi ke LNJP hospital me hai unko wha dawai to door pani tak nahi mil rha wo pichel ghanto se bhuke or pyase hai or koi bhi help karne ko tyar nahi hai, kya ap kisi jagah arrangements kara sakte hai",Neutral
kuch to haya rakhein. Apni ideology apne pass rakhein. Ek nek insaan ek nek kaam kar raha.Bus uski tareef kar dein,Neutral
A o a Kia koi BTa skTa Hy prime minister Imran khan se last ho skti Hy,Neutral
Hallo sir iam biggest fan of ur....superrb Kaya Gaya hai Aapne Kamal Ka hai....,Happy
"O bi bi, martial nahi marital hota ha.",Neutral
bhai tujhe to pata bhi nahin hoga kitne hote hain lakh crore mein,Neutral
Jab lockdown ko khatam nhi kar shakth hu tu India me pure tharh dhar ko lagh du ju ke news report aapne ghar me rha kiu ki ien kuttu ke bhajh se lockdown ko khatam nhi kar rhi hai sharkar,Anger
Grand prime lollipop main hang boht km or fast hy bettry time b lollipop main ziada hy,Neutral
": Aapke Bollywood waale concert karte rehte hain hmsha,wo v loudspeaker pe..to kya kya band karwynge..sab log m",Neutral
Nahi uske bad kuch kiya hai shyed Jo Trend pe hai,Neutral
Bs ye dua hai keh Allah tumhari har muhskil asaan kre and I hope you get everything you ever wish for in life. Ameen.,Happy
"Ye lrai yahan ki bjay ja k court may lary, ghrelo masly yahan pa q lay k aty hain wo bhi es trah k",Anger
jnab himat to ap mai bhi nahi hay kay ap Malik Riaz ka naame lo... apki misaal bhi woi hay kay baatein karoooroon ki dukaan pakooroon ki...,Anger
To news paper kya tumhare gahr ke pichhu bante h .. bnane wale to Sab wahi h ...,Anger
Bhai rula diya apne...i miss my,Sad
By God es song ke liye supr se v upr dupr se v upr word chotha hai,Happy
Guru Bhai aap best singer hoaapki all song super hit... Love u bro,Happy
Han khareed liya ha inho ny hmein Inko inki auqaat yad kraaye huye thy Nawaz sharif ny wo acha tha iss IK k aany k bad ye zada e baap bny phrty han,Anger
: Assalam o alaikum Will you reply to my slam?,Neutral
tu beta g kiss n kha tha private kro jb school available hai tu phir kiun,Neutral
Aagaya sab ka baap the one and only yo yo honey singh,Happy
main khali checkpost py kabza kr k khud Ko Mard smjh Raye ho lol. Original target gilgit city tha ly Liya??? kaisy laity waha to bap bethay the tmharay. Peak ki stratigical importance ziyada ha artillery fire kr k Road tabah aagy kuch krny ki zaroorat nai,Anger
mze aa gye (illuminati) yo yo you are best,Happy
Weight ho gaya bhari phir bhi yo yo hai shikari..............wat a song kept it up.......mind blowing chatbuster of the year,Happy
": Brands Bewakuf Nahi Hai Yaha Paisa Invest Karne Ke Liye #carryminati : Upar Se leke Niche Tak Bandalo Mein Bikte Ho , Tumha",Neutral
: Lockdown kisi SystemApp ki trh hogya hai... Jo Update toh ho rhi hai.. Magar uninstall nahi! #PMModi #Lockdownextent,Neutral
Boht hard,Neutral
Lockdown badane se kya hoga socho or na badane se kya hoga . U r the captain . Har jeet to hoti rahti h,Neutral
kis kis ne bina sune like kiya hit like for honey,Neutral
Samsung j7 k saat agar kisi ny exchange karna ha to contact krein..07,Neutral
bhai apki har video dekhta hun but st time aj comment kar raha hun... boht boht awlllla keep it up bro,Happy
Mil to sakta hai pr dekh kar delete kar dena,Happy
Kaun hai kuch adress,Neutral
